,eco,opening,white,black,white_elo,black_elo,result,time_control,termination,date,moves,num_moves
3130,B01,,CocodeRock,SuoknuutiMax,508,540,0-1,180,SuoknuutiMax won by checkmate,2025.10.16,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nc6', 'Nf3', 'Bg4', 'Bd3', 'Bxf3', 'Qxf3', 'Nxd4', 'Qxb7', 'Nf6', 'Bf4', 'Ne6', 'Bxc7', 'Nxc7', 'Qc6+', 'Qd7', 'Qxd7+', 'Nxd7', 'O-O', 'O-O-O', 'Rad1', 'Nf6', 'Na4', 'e6', 'Nc5', 'Bxc5', 'Ba6+', 'Nxa6', 'Rxd8+', 'Kxd8', 'Rd1+', 'Ke7', 'g3', 'Rd8', 'Rxd8', 'Kxd8', 'Kg2', 'Bd4', 'h4', 'Bxb2', 'g4', 'Ne4', 'Kf3', 'Nc3', 'Kf4', 'Nxa2', 'g5', 'Nc5', 'Kg4', 'Ne4', 'f4', 'f5+', 'gxf6', 'Nxf6+', 'Kg5', 'Nd5', 'f5', 'exf5', 'Kxf5', 'Ne3+', 'Ke6', 'Nxc2', 'Kf7', 'a5', 'Kg8', 'a4', 'Kxh7', 'a3', 'Kg6', 'Nab4', 'h5', 'a2', 'h6', 'a1=R', 'h7', 'Rg1+', 'Kf7', 'g6', 'h8=Q+', 'Bxh8', 'Kg8', 'Rf1', 'Kxh8', 'g5', 'Kg8', 'g4', 'Kh8', 'g3', 'Kg7', 'g2', 'Kh8', 'g1=R', 'Kh7', 'Ke7', 'Kh6', 'Kf6', 'Kh7', 'Rg2', 'Kh8', 'Kf7', 'Kh7', 'Rh2#']",108
3131,C46,,SuoknuutiMax,theyreeatingthecatz,548,546,1-0,180,SuoknuutiMax won by checkmate,2025.10.16,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Bc5', 'Bb5', 'a6', 'Bxc6', 'bxc6', 'Nxe5', 'd6', 'Nd3', 'd5', 'Nxc5', 'dxe4', 'N3xe4', 'Nf6', 'Qe2', 'Nxe4', 'Nxe4', 'O-O', 'O-O', 'Qd5', 'd3', 'Be6', 'Bf4', 'Rac8', 'Ng5', 'c5', 'Nxe6', 'Qxe6', 'Qxe6', 'fxe6', 'Rfe1', 'Rxf4', 'Rxe6', 'Rf6', 'Rxf6', 'gxf6', 'Re1', 'Kf8', 'Re6', 'c4', 'dxc4', 'Kf7', 'Rxa6', 'Rd8', 'f4', 'Rd1+', 'Kf2', 'Rd2+', 'Ke3', 'Rxc2', 'b4', 'Rxc4', 'Kd3', 'Rxb4', 'a4', 'Rxf4', 'Rc6', 'Kg6', 'a5', 'Ra4', 'a6', 'Ra3+', 'Kc4', 'Ra2', 'Kb5', 'h6', 'Rxc7', 'Rb2+', 'Kc6', 'Ra2', 'a7', 'Rc2+', 'Kb7', 'Rb2+', 'Kc8', 'Ra2', 'Kb8', 'Rxa7', 'Kxa7', 'h5', 'Rc6', 'Kg5', 'Kb6', 'f5', 'Kc5', 'f4', 'Kd4', 'Kg4', 'Ke4', 'h4', 'Rf6', 'h3', 'gxh3+', 'Kxh3', 'Rxf4', 'Kxh2', 'Rg4', 'Kh3', 'Rg8', 'Kh4', 'Kf5', 'Kh5', 'Rh8#']",107
3132,B01,,Miguelangelo080312,SuoknuutiMax,539,540,1-0,180,Miguelangelo080312 won by checkmate,2025.10.16,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nc6', 'd5', 'Nb8', 'Bf4', 'c6', 'dxc6', 'Nxc6', 'Qxd8+', 'Nxd8', 'Bb5+', 'Nc6', 'O-O-O', 'Bd7', 'Bxc6', 'Bxc6', 'Nf3', 'Bxf3', 'gxf3', 'Rd8', 'Rxd8+', 'Kxd8', 'Rd1+', 'Ke8', 'Nb5', 'Nh6', 'Nc7#']",33
3133,C40,,SuoknuutiMax,chicobean01,532,565,0-1,180,chicobean01 won - game abandoned,2025.10.16,"['e4', 'e5', 'Nf3', 'f6', 'Bc4', 'Ne7', 'Nc3', 'Nec6', 'O-O', 'Nb4', 'Nd5', 'Nxd5', 'Bxd5', 'h5', 'd3', 'g6']",16
3134,B01,,pplayer2006,SuoknuutiMax,522,540,0-1,180,SuoknuutiMax won by checkmate,2025.10.17,"['e4', 'd5', 'Nc3', 'dxe4', 'Nxe4', 'Nf6', 'g4', 'Nxe4', 'Qf3', 'Nf6', 'g5', 'Bg4', 'Qf4', 'Qd5', 'gxf6', 'Qxh1', 'Qxc7', 'Qxg1', 'Qc8+', 'Bxc8', 'd4', 'gxf6', 'Bf4', 'e5', 'dxe5', 'fxe5', 'Bxe5', 'Bh3', 'Bxh8', 'Qxf1+', 'Kd2', 'Qxa1', 'Ke3', 'Qxa2', 'Kf3', 'Qa3+', 'Bc3', 'Qxc3+', 'bxc3', 'Nc6', 'Kg3', 'Rc8', 'Kxh3', 'Ne5', 'f4', 'Rxc3+', 'Kh4', 'Rxc2', 'fxe5', 'Rxh2+', 'Kg3', 'Re2', 'Kf3', 'Rxe5', 'Kf4', 'Ra5', 'Ke4', 'Kd7', 'Kd4', 'Kc6', 'Kc4', 'Ra4+', 'Kb3', 'Rh4', 'Kc2', 'Kd5', 'Kb3', 'Kc5', 'Kc3', 'Rh3+', 'Kc2', 'Kd4', 'Kb2', 'Rg3', 'Kc2', 'Rf3', 'Kd2', 'Rf2+', 'Ke1', 'Ra2', 'Kd1', 'Kc3', 'Kc1', 'Ra1#']",84
3135,A04,,SuoknuutiMax,Damon_37,548,528,1-0,180,SuoknuutiMax won by checkmate,2025.10.17,"['e4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'e6', 'd4', 'd5', 'Bd3', 'dxe4', 'Bxe4', 'c6', 'Bf4', 'Nd7', 'h3', 'c5', 'a3', 'cxd4', 'Nxd4', 'e5', 'Nc6', 'Qc7', 'Bxe5', 'Bxe5', 'Nxe5', 'Qxe5', 'f3', 'Nc5', 'O-O', 'Nxe4', 'Re1', 'Qc5+', 'Kh2', 'f5', 'fxe4', 'fxe4', 'Nxe4', 'Qe5+', 'Kh1', 'Qxb2', 'c4', 'Kf7', 'Nd6+', 'Kg7', 'Ne8+', 'Kf7', 'Qf3+', 'Qf6', 'Nxf6', 'Nxf6', 'g4', 'Kg7', 'Re7+', 'Kh6', 'Qf4+', 'g5', 'Qxf6#']",57
3136,C42,,SuoknuutiMax,Ethanluke10,558,618,1-0,180,SuoknuutiMax won by resignation,2025.10.17,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'Nxe4', 'Qe2', 'd5', 'Nf3', 'Bg4', 'd3', 'Bxf3', 'gxf3', 'f5', 'fxe4', 'fxe4', 'dxe4', 'dxe4', 'Qxe4+', 'Qe7', 'Qxe7+', 'Bxe7', 'Bb5+', 'c6', 'Bc4', 'Nd7', 'Nc3', 'Ne5', 'b3', 'O-O-O', 'Bb2', 'b5', 'Ne4', 'Bf6', 'Bxe5', 'Bxe5', 'Be6+', 'Kb7', 'Rd1', 'Rde8', 'Nd6+', 'Kb6', 'Nxe8', 'Rxe8', 'Bf5', 'Bxh2+', 'Kf1', 'Be5', 'Re1', 'c5', 'Bxh7', 'Ka5', 'Rg1', 'c4', 'bxc4', 'bxc4', 'Rg5', 'Kb4', 'Rexe5', 'Rc8', 'Rxg7', 'Kc3', 'Rxa7', 'Kb2', 'Ra4', 'c3', 'Rb5+', 'Kc1', 'Ke2', 'Re8+', 'Kd3', 'Rc8', 'Rc4', 'Rxc4', 'Kxc4', 'Kd2', 'Rd5+', 'Kc1', 'Kxc3', 'Kb1', 'Rd1+', 'Kxa2', 'Kd3', 'Ka3', 'Rb1']",85
3137,B01,,VVarrrior,SuoknuutiMax,548,550,1-0,180,VVarrrior won by resignation,2025.10.17,"['e4', 'd5', 'f4', 'dxe4', 'Ne2', 'Nc6', 'Nbc3', 'Nf6', 'Nxe4', 'Nxe4', 'd3', 'Nf6', 'Be3', 'e5', 'Qd2', 'exf4', 'Nxf4', 'Qe7', 'O-O-O', 'Bg4', 'Re1', 'O-O-O', 'h3', 'Bh5', 'Nxh5', 'Nxh5', 'Bg5', 'Qb4', 'c3', 'Qh4']",30
3138,B01,,Uwreeek,SuoknuutiMax,485,540,1-0,180,Uwreeek won by resignation,2025.10.17,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nc6', 'd4', 'Nf6', 'd5', 'Nb8', 'Bg5', 'c6', 'Bxf6', 'gxf6', 'dxc6', 'Qxd1+', 'Nxd1', 'Nxc6', 'Nc3', 'Bg4', 'Be2', 'O-O-O', 'O-O', 'Bxf3', 'Bxf3', 'Rd2', 'Bxc6', 'bxc6', 'Rac1', 'e5', 'Rfd1', 'Rxd1+', 'Rxd1', 'Bb4', 'Na4', 'Rd8', 'Rxd8+', 'Kxd8', 'c3', 'Bd6', 'b4', 'Kc7', 'Nc5', 'Kb6', 'Nd7+', 'Kc7', 'Nxf6', 'Be7', 'Nxh7', 'Kb6', 'a4', 'c5', 'g3', 'cxb4', 'cxb4', 'a5', 'b5', 'Kc5', 'h4', 'Kb4', 'h5', 'Kxa4', 'h6', 'Kxb5', 'f4', 'exf4', 'gxf4', 'a4', 'Ng5', 'Bxg5', 'fxg5', 'a3', 'h7', 'a2', 'h8=Q', 'Ka4', 'Qa1', 'Ka3', 'Kf2', 'f5', 'gxf6']",83
3139,C46,,SuoknuutiMax,luli1001976,532,538,0-1,180,luli1001976 won on time,2025.10.17,"['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Nc6', 'd4', 'Bg4', 'dxe5', 'Bxf3', 'gxf3', 'dxe5', 'Qxd8+', 'Nxd8', 'Bb5+', 'c6', 'Bc4', 'Ne6', 'Bg5', 'Be7', 'Bxe6', 'fxe6', 'Bxe7', 'Nxe7', 'O-O-O', 'O-O', 'Rhg1', 'Rxf3', 'Rd3', 'Rxd3', 'cxd3', 'Ng6', 'Rxg6', 'hxg6', 'Ne2', 'b5', 'Ng3', 'a5']",38
3140,A00,,Tarik19031974,SuoknuutiMax,503,540,0-1,180,SuoknuutiMax won on time,2025.10.17,"['f3', 'd5', 'c3', 'Nf6', 'a4', 'Nc6', 'h4', 'e5', 'g4', 'e4', 'b4', 'exf3', 'exf3', 'a6', 'Nh3', 'h6', 'd4', 'Bd6', 'Be3', 'Qe7', 'Qd2', 'O-O', 'Ng1', 'Re8', 'Kf2', 'Bxg4', 'fxg4', 'Nxg4+', 'Ke1', 'Qxe3+', 'Qxe3', 'Rxe3+', 'Kd2', 'Bf4', 'Be2', 'Rh3+', 'Ke1', 'Rxh1', 'Bxg4', 'Rxg1+', 'Kf2', 'Rxg4', 'Kf3', 'Rxh4', 'Na3', 'g5', 'Nb5', 'f5', 'Re1', 'axb5', 'axb5', 'Rh3+', 'Kg2', 'Rxc3', 'Re6', 'Nxd4', 'Rxh6', 'Rc4', 'Rg6+', 'Kf7', 'Rh6', 'Nxb5', 'Kf3', 'Rxb4', 'Rh7+', 'Kg6', 'Rd7', 'g4+']",68
3141,C41,,SuoknuutiMax,KDmasterofficial,540,536,1/2-1/2,180,Game drawn by agreement,2025.10.17,"['e4', 'd6', 'Nf3', 'e5', 'Nc3', 'Nf6', 'd4', 'exd4', 'Nxd4', 'Bg4', 'f3', 'Be6', 'Nxe6', 'Qe7', 'Bg5', 'Qxe6', 'Bxf6', 'Qxf6', 'Nd5', 'Qh4+', 'g3', 'Qe7', 'Qd4', 'Qd8', 'Qc3', 'c6', 'Nf4', 'd5', 'exd5', 'cxd5', 'O-O-O', 'Qg5', 'Rxd5', 'Qh5', 'Rf5', 'Qxf5']",36
3142,B00,,SuoknuutiMax,Parfanatics,548,550,1-0,180,SuoknuutiMax won by checkmate,2025.10.17,"['e4', 'Nc6', 'Nf3', 'd6', 'Nc3', 'Bg4', 'd4', 'Bxf3', 'Qxf3', 'Qd7', 'Bd3', 'f6', 'Be3', 'O-O-O', 'O-O-O', 'Nb4', 'Rhe1', 'd5', 'exd5', 'e6', 'dxe6', 'Qe7', 'Be4', 'g5', 'Bxb7+', 'Kb8', 'd5', 'Nh6', 'a3', 'g4', 'Bxa7+', 'Kxa7', 'Nb5+', 'Kxb7', 'd6+', 'c6', 'dxe7', 'gxf3', 'exd8=Q', 'Nf7', 'Qxf6', 'fxg2', 'Qxf7+', 'Kb6', 'axb4', 'Kxb5', 'Rg1', 'Bxb4', 'Rxg2', 'Rf8', 'Qxf8', 'Bxf8', 'Rd8', 'Be7', 'Re8', 'Bf6', 'e7', 'Bxe7', 'Rxe7', 'c5', 'Rxh7', 'c4', 'Rg4', 'Kb4', 'Rxc4+', 'Kxc4', 'Kd2', 'Kb4', 'Rh3', 'Kc4', 'Rh4+', 'Kd5', 'Ke3', 'Ke5', 'Rh5+', 'Kf6', 'Ra5', 'Kg6', 'Kd4', 'Kf6', 'Ke4', 'Ke6', 'Ra6+', 'Kd7', 'Kd5', 'Ke7', 'Rh6', 'Kd7', 'Rh7+', 'Kc8', 'Ke6', 'Kd8', 'Rg7', 'Kc8', 'Kd6', 'Kb8', 'Kc6', 'Ka8', 'Kb6', 'Kb8', 'Rg8#']",101
3143,B01,,Dredtot,SuoknuutiMax,572,557,0-1,180,SuoknuutiMax won by resignation,2025.10.17,"['e4', 'd5', 'Nf3', 'dxe4', 'Nd4', 'Nf6', 'Nc3', 'Qxd4']",8
3144,B01,,BLACKE-YE,SuoknuutiMax,579,549,1-0,180,BLACKE-YE won by resignation,2025.10.17,"['e4', 'd5', 'exd5', 'Qxd5', 'Nf3', 'Qd8', 'd4', 'Nc6', 'Nc3', 'Bg4', 'Bb5', 'Bxf3', 'Qxf3', 'a6', 'Bxc6+', 'bxc6', 'Qxc6+']",17
3145,B40,,SuoknuutiMax,vasssss7,558,591,1-0,180,SuoknuutiMax won by resignation,2025.10.17,"['e4', 'c5', 'Nf3', 'Nc6', 'Nc3', 'e6', 'd4', 'd5', 'dxc5', 'Bxc5', 'exd5', 'Nce7', 'dxe6', 'Bxe6', 'Qxd8+', 'Kxd8', 'b3', 'Kc7', 'Bc4', 'Bxc4', 'bxc4', 'Bb4', 'Bb2', 'Rd8', 'Ne5', 'f6', 'Nf7', 'Rd7', 'Nxh8', 'Nc6', 'Nf7', 'Rxf7', 'a3', 'Re7+', 'Kf1', 'Bc5']",36
3146,A00,,edi5921,SuoknuutiMax,548,550,1-0,180,edi5921 won by resignation,2025.10.17,"['e3', 'd5', 'Qf3', 'Nf6', 'c4', 'Nc6', 'cxd5', 'Qxd5', 'Qxd5', 'Nxd5', 'Nf3', 'Bg4', 'h3', 'Bxf3', 'gxf3', 'O-O-O', 'Bg2', 'e5', 'f4', 'exf4', 'exf4', 'Bb4', 'a3', 'Nxf4', 'Bxc6', 'Bxd2+', 'Bxd2', 'bxc6', 'Bxf4']",29
3147,A01,,jbchicago,SuoknuutiMax,525,558,0-1,180,SuoknuutiMax won - game abandoned,2025.10.17,"['e3', 'd5', 'b3', 'Nc6', 'c4', 'Nf6', 'cxd5', 'Qxd5', 'f3', 'Qd8', 'e4', 'e5', 'g3', 'Bc5', 'f4', 'Bd4', 'Nc3', 'exf4', 'gxf4', 'Nxe4', 'Bb2', 'Nxc3', 'dxc3', 'Bxg1', 'Rxg1', 'Qxd1+', 'Kxd1', 'O-O', 'c4', 'Nb4', 'Rxg7+', 'Kh8', 'Rg1+', 'f6', 'Kd2', 'Rg8', 'Rh1', 'Rg6', 'Bd3', 'Nxd3', 'Kxd3', 'Bf5+', 'Ke3', 'Re8+', 'Kf3', 'Be4+', 'Kf2', 'Bxh1', 'Rxh1', 'Kg8', 'Rd1', 'Kf7', 'Rd7+', 'Ke6', 'Rxc7', 'Rb8', 'Rxh7', 'Rg4', 'f5+', 'Kxf5', 'Rh5+', 'Rg5', 'Rh6', 'Rd8', 'h4', 'Rg6', 'Rh5+', 'Kg4', 'Rh7', 'Rd2+', 'Ke3', 'Rxb2']",72
3148,D20,,fbchess33,SuoknuutiMax,588,551,1-0,180,fbchess33 won by resignation,2025.10.17,"['d4', 'd5', 'c4', 'dxc4', 'e4', 'Be6', 'd5', 'Bc8', 'Bxc4', 'c6', 'Nc3', 'cxd5', 'Bxd5', 'Nf6', 'Nf3', 'Nxd5', 'Qxd5', 'Qxd5', 'Nxd5', 'Be6', 'Nc7+']",21
3149,C68,,SuoknuutiMax,PirateSheep_23,543,600,0-1,180,PirateSheep_23 won by resignation,2025.10.17,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'Nxe5', 'Qd4', 'Qh5', 'Qxe4+', 'Kf1', 'g6', 'Nxg6', 'fxg6', 'Qe5+', 'Qxe5']",18
3150,C40,,SuoknuutiMax,khkk987,551,512,1-0,180,SuoknuutiMax won by checkmate,2025.10.17,"['e4', 'e5', 'Nf3', 'Qe7', 'Bb5', 'c6', 'Bc4', 'd5', 'exd5', 'cxd5', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Nxe5', 'Qb5', 'Qe2', 'Qxe2+', 'Kxe2', 'f6', 'Nd3', 'Nc6', 'Re1', 'Nd4+', 'Kf1+', 'Be7', 'Na3', 'Nxc2', 'Nxc2', 'Rc8', 'Na3', 'f5', 'Nf4', 'g5', 'Nxd5', 'Rc7', 'Nxe7', 'Rxe7', 'Rxe7+', 'Kxe7', 'd4', 'Nf6', 'Bxg5', 'Rf8', 'Re1+', 'Kf7', 'Bxf6', 'Kxf6', 'Rd1', 'Kg5', 'd5', 'Kf4', 'd6', 'Ke4', 'd7', 'Rd8', 'Nb5', 'Ke5', 'Nxa7', 'Ke6', 'Nc8', 'Rxd7', 'Rxd7', 'Kxd7', 'Nb6+', 'Kc6', 'Nc4', 'Kc5', 'Ne5', 'Kd5', 'Nf7', 'Kc4', 'Nd8', 'Kd3', 'Nxb7', 'Kc2', 'Ke2', 'Kxb2', 'Nd6', 'f4', 'Kf3', 'Kxa2', 'Kxf4', 'Kb2', 'g4', 'Kc2', 'h4', 'Kd2', 'f3', 'Ke2', 'g5', 'Kf2', 'h5', 'Kg2', 'g6', 'hxg6', 'hxg6', 'Kh3', 'g7', 'Kh4', 'g8=Q', 'Kh5', 'Qg5#']",103
3151,C68,,SuoknuutiMax,lpg124,543,567,0-1,180,lpg124 won by checkmate,2025.10.17,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'bxc6', 'Nxe5', 'c5', 'Nd3', 'Bb7', 'Qe2', 'Nf6', 'O-O', 'Bd6', 'Re1', 'O-O', 'e5', 'Bxe5', 'Nxe5', 'Re8', 'f4', 'd6', 'Nc6', 'Bxc6', 'Qxe8+', 'Nxe8', 'Rxe8+', 'Qxe8', 'Kh1', 'Qe1#']",32
3152,A00,,ashishKKsharma,SuoknuutiMax,524,551,0-1,180,SuoknuutiMax won - game abandoned,2025.10.17,"['f3', 'd5', 'g3', 'Nc6', 'Bh3', 'Nf6', 'Bxc8', 'Qxc8', 'b3', 'Qf5', 'Ba3', 'O-O-O', 'g4', 'Qd7', 'g5', 'e5', 'gxf6', 'Bxa3', 'Nxa3', 'gxf6', 'e4', 'Qd6', 'Qc1', 'dxe4', 'fxe4', 'Nd4', 'c3', 'Qc6', 'cxd4', 'Qxe4+', 'Ne2', 'Qxh1+', 'Kf2', 'Qxc1', 'Rxc1', 'exd4', 'd3', 'Rhe8', 'Rg1', 'Rg8', 'Ng3', 'Rd6', 'Nb5', 'Rd5', 'a4', 'Kb8', 'Re1', 'a6', 'Na3', 'b5', 'Nc2', 'bxa4', 'bxa4', 'Ra5', 'Nxd4', 'Rxa4', 'Re4', 'c5', 'Re7', 'cxd4', 'Rxf7', 'Ra3', 'Ke2', 'a5', 'Rxh7', 'a4', 'Rf7', 'Rg6', 'Rf8+', 'Kc7', 'Re8', 'Ra2+', 'Kf3', 'Rxh2', 'Re4', 'Rh3', 'Rxd4', 'Rgxg3+', 'Ke4', 'Rxd3', 'Rxa4', 'Ra3', 'Rd4', 'Rh4+', 'Kd5', 'Rxd4+', 'Kxd4', 'Ra5', 'Ke4', 'f5+', 'Kf4', 'Kd6', 'Kf3', 'f4', 'Kxf4', 'Ke6', 'Ke4', 'Ra4+']",98
3153,B01,,SuoknuutiMax,merrychristmaskids,559,548,1-0,180,SuoknuutiMax won by resignation,2025.10.17,"['e4', 'd5', 'Nf3', 'dxe4', 'Ne5', 'f6', 'Qh5+', 'g6', 'Nxg6', 'hxg6', 'Qxh8', 'e5', 'Qxg8', 'f5', 'd3', 'exd3', 'cxd3', 'e4', 'Bh6', 'Qf6', 'Bxf8', 'Qxf8', 'Qxf8+', 'Kxf8', 'dxe4', 'fxe4', 'Nc3', 'Bf5', 'O-O-O', 'Nc6', 'Bb5', 'Ne7', 'Rhe1', 'Nd5', 'Nxd5']",35
3154,B01,,SuoknuutiMax,ylamkhan,566,528,1-0,180,SuoknuutiMax won by checkmate,2025.10.17,"['e4', 'd5', 'Nf3', 'dxe4', 'Ne5', 'Qd5', 'Qh5', 'g6', 'Bc4', 'Qxe5', 'Qxe5', 'Bf5', 'Qxh8', 'Nf6', 'd3', 'exd3', 'Bxd3', 'Nbd7', 'Bxf5', 'gxf5', 'Bh6', 'Rd8', 'Bxf8', 'Nxf8', 'Qg7', 'Rd6', 'O-O', 'c5', 'Nc3', 'b5', 'Nxb5', 'Rd2', 'Nxa7', 'Rxc2', 'Rac1', 'Rxb2', 'Rxc5', 'Rxa2', 'Rd1', 'Rxa7', 'Rc8#']",41
3155,B01,,ampon77,SuoknuutiMax,579,575,0-1,180,SuoknuutiMax won by resignation,2025.10.17,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nc6', 'd5', 'Nb8', 'Nf3', 'e6', 'Bb5+', 'c6', 'Bxc6+', 'Nxc6', 'dxc6', 'Qxd1+', 'Nxd1', 'bxc6', 'Ne5', 'Nf6', 'Nxc6', 'Bb7', 'Nd4', 'Bxg2', 'Rg1', 'Be4', 'Nc3', 'O-O-O', 'Bf4', 'Rxd4', 'Nb5', 'Rd5', 'Nxa7+', 'Kb7', 'Rg3', 'Bxc2', 'Nc8', 'Kxc8', 'Rc1', 'Rc5', 'Be3', 'Rc4', 'b3', 'Ne4', 'Rg4', 'Bb4+', 'Kf1', 'Ng3+', 'hxg3', 'Rxg4', 'Rxc2+', 'Kb7', 'Bd4', 'Rxd4']",56
3156,C25,,SuoknuutiMax,KaiHavertzSan,567,567,0-1,180,KaiHavertzSan won by checkmate,2025.10.17,"['e4', 'e5', 'Nf3', 'Bc5', 'Nc3', 'Nh6', 'Bc4', 'O-O', 'd3', 'a6', 'Qe2', 'd6', 'Be3', 'b6', 'Bxc5', 'bxc5', 'O-O-O', 'c6', 'Rhe1', 'Qa5', 'Ng5', 'Be6', 'Bxe6', 'fxe6', 'Nxe6', 'Nd7', 'Nxf8', 'Rxf8', 'Qd2', 'Nb6', 'Nb1', 'Qxa2', 'Nc3', 'Qa1+', 'Nb1', 'Na4', 'Qg5', 'Qxb2+', 'Kd2', 'Rxf2+', 'Ke3', 'Ng4+', 'Qxg4', 'Qd4#']",44
3157,B01,,javokhir_seventeen,SuoknuutiMax,567,559,1-0,180,javokhir_seventeen won by resignation,2025.10.17,"['e4', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Nc6', 'Bb5', 'Nf6', 'Bxc6+', 'bxc6', 'b3', 'Nxe4', 'Bb2', 'Nxf2+', 'Ke1', 'Nxh1', 'Nf3', 'e6', 'Nbd2', 'Bc5', 'Ke2', 'Nf2', 'b4', 'Bxb4', 'Kxf2', 'Bxd2', 'Nxd2', 'Bd7', 'Bxg7', 'O-O-O', 'Bxh8', 'Rxh8', 'Nc4', 'e5', 'Nxe5', 'Re8', 'Nxf7', 'Re5']",40
3158,B01,,iwisalexxiz,SuoknuutiMax,586,551,1-0,180,iwisalexxiz won by resignation,2025.10.17,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nf6', 'd4', 'Nc6', 'Be3', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'e5', 'd5', 'e4', 'dxc6', 'Qxd1+', 'Rxd1', 'exf3', 'cxb7', 'Rb8', 'O-O', 'fxg2', 'Kxg2', 'Rxb7', 'Bg5', 'Bb4', 'Bxf6', 'gxf6', 'Rfe1+', 'Kf8', 'Rd8+', 'Kg7', 'Rxh8', 'Kxh8', 'Re7', 'Bxc3', 'bxc3', 'Rb2', 'Rxc7', 'Rxa2', 'Rxf7', 'Rxc2', 'Rc7', 'Rxc3', 'Rxc3']",49
3159,B01,,GaaraSandKazekage,SuoknuutiMax,641,543,1-0,180,GaaraSandKazekage won by checkmate,2025.10.17,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Bc4', 'Nc6', 'Qf3', 'e5', 'Qxf7#']",11
3160,C40,,SuoknuutiMax,katiaa85,534,511,0-1,180,katiaa85 won by resignation,2025.10.17,"['e4', 'e5', 'Nf3', 'Qf6', 'Bc4', 'Bc5', 'O-O', 'Be7', 'd3', 'd6', 'Be3', 'Qg6', 'Nc3', 'Bh3', 'g3', 'Bxf1', 'Qxf1', 'h6']",18
3161,B01,,SuoknuutiMax,polyakow92,542,521,1-0,180,SuoknuutiMax won - game abandoned,2025.10.17,"['e4', 'd5', 'Nf3', 'dxe4', 'Ne5', 'e6', 'Qh5', 'Qd5', 'Bb5+', 'c6', 'c4', 'Qd4', 'Qxf7+', 'Kd8', 'Qxf8+', 'Kc7', 'Qxg7+']",17
3162,B01,,sreenivasyadav,SuoknuutiMax,580,535,1-0,180,sreenivasyadav won by resignation,2025.10.17,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Qf3', 'Nc6', 'Bc4', 'Nf6', 'Nh3', 'e5', 'Ng5', 'e4', 'Qe3', 'Bg4', 'Nxf7', 'Kd7', 'Nxd8']",19
3163,B00,,YeazZ29,SuoknuutiMax,524,527,1-0,180,YeazZ29 won - game abandoned,2025.10.17,"['e4', 'd5', 'e5', 'Nc6', 'd4', 'f6', 'Bb5', 'fxe5', 'Bxc6+', 'bxc6', 'dxe5', 'e6', 'f4', 'Bb4+', 'c3', 'Bc5', 'Nf3', 'Ne7', 'b4', 'Bb6', 'Na3', 'd4', 'Nxd4', 'Bxd4', 'Qxd4', 'Qxd4', 'cxd4', 'Nd5', 'O-O', 'O-O', 'Bd2', 'Bd7', 'Nc4', 'Rab8', 'a3', 'a6', 'Na5', 'h6', 'g3', 'g5', 'Rac1', 'gxf4', 'Bxf4', 'Rb5', 'Nxc6', 'Bxc6', 'Rxc6', 'Nxf4', 'gxf4', 'Rd5', 'Rc4', 'Rfd8', 'Rfc1', 'Rxd4', 'Rxc7', 'Rxf4', 'Rc8', 'Rxc8', 'Rxc8+', 'Kf7', 'Ra8', 'Rf5', 'Rxa6', 'Rxe5', 'a4']",65
3164,B07,,SuoknuutiMax,doomslam,519,542,0-1,180,doomslam won by resignation,2025.10.17,"['e4', 'd6', 'Nf3', 'f5', 'exf5', 'Bxf5', 'Nd4', 'Qd7', 'Nxf5', 'Qxf5', 'd3', 'e5', 'Qe2', 'Nc6', 'Nc3', 'Nd4', 'f4', 'Nxe2', 'Kxe2', 'Nf6', 'Ke1', 'e4']",22
3165,B56,,SuoknuutiMax,awan-zen,511,511,0-1,180,awan-zen won - game abandoned,2025.10.17,"['e4', 'c5', 'Nf3', 'd6', 'Nc3', 'Nf6', 'd4', 'cxd4', 'Nxd4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'Nd5', 'Nxe4', 'Nc3', 'Qb6']",20
